,road,class_name,spectral_centroid,mfcc_mean,mfcc_var,zcr,leq
170,RAILAODINGA RD NXT TOTOTAL (1°18_48_S36°48_45_E),SUV,1940.5437150056766,-1.060408233444221e-08,0.999999925494194,0.08771591,0.0
171,RAILAODINGA RD NXT TOTOTAL (1°18_48_S36°48_45_E),motorcycle,2101.2495402067593,-2.573049373566505e-08,0.9999998956918716,0.0886804,0.0
172,RAILAODINGA RD NXT TOTOTAL (1°18_48_S36°48_45_E),private car,1799.3943029821723,3.314765736498312e-08,0.9999999063355582,0.08616132,0.0
173,RUAKA (1°12_01_ S 36°47_05_E),PSV,2166.5395070073832,1.5247700879683634e-08,0.9999998807907104,0.099252835,0.0
174,RUAKA (1°12_01_ S 36°47_05_E),SUV,2529.007884052967,2.550524325073411e-08,0.9999998509883881,0.13819318,0.0
175,RUAKA (1°12_01_ S 36°47_05_E),medium truck,2685.194194425532,-8.095142334241245e-08,0.9999998211860657,0.090875,0.0
176,RUAKA (1°12_01_ S 36°47_05_E),motorcycle,2146.2072969901383,5.336694850738615e-09,0.9999998948153328,0.07671591,0.0
177,RUAKA (1°12_01_ S 36°47_05_E),pickup,2121.775141227385,-3.770340484265944e-08,0.9999999403953552,0.082727276,0.0
178,RUAKA (1°12_01_ S 36°47_05_E),private car,2092.167697954294,-2.394967019764888e-08,0.9999999161119815,0.09058691,0.0
179,RUNDA (1°12_59_S 36°49_34_E),PSV,1517.3290122947258,2.550524413891253e-08,0.9999999105930328,0.055079546,0.0
180,RUNDA (1°12_59_S 36°49_34_E),SUV,2108.5149189244453,2.9016834860821444e-08,0.9999999602635702,0.066374995,0.0
181,RUNDA (1°12_59_S 36°49_34_E),motorcycle,1955.0266328049681,3.67908530307659e-08,0.9999999304612478,0.06793182,0.0
182,RUNDA (1°12_59_S 36°49_34_E),other,1794.817811835009,-4.262425079559762e-09,0.999999925494194,0.07280682,0.0
183,RUNDA (1°12_59_S 36°49_34_E),private car,1673.4502489732936,-5.448355100412527e-10,0.9999999288055632,0.061582547,0.0
184,SOUTHERN BYPASS (1° 18_ 14_ S 36° 42_ 30_E),PSV,1602.3245277231265,-1.848231197717117e-10,0.9999999403953552,0.059670452,0.0
