,road,class_name,spectral_centroid,mfcc_mean,mfcc_var,zcr,leq
185,SOUTHERN BYPASS (1° 18_ 14_ S 36° 42_ 30_E),SUV,1752.8172094216668,-3.0472296389897714e-08,0.9999999304612478,0.08043087,0.0
186,SOUTHERN BYPASS (1° 18_ 14_ S 36° 42_ 30_E),bicycle,870.8406230038108,-1.885170064497288e-08,0.9999998807907104,0.032625,0.0
187,SOUTHERN BYPASS (1° 18_ 14_ S 36° 42_ 30_E),medium truck,1635.104144225099,-1.4381351665093689e-08,0.9999999552965164,0.06636363,0.0
188,SOUTHERN BYPASS (1° 18_ 14_ S 36° 42_ 30_E),motorcycle,1741.4184269892892,-4.5313391261458946e-08,0.9999999403953552,0.0603875,0.0
189,SOUTHERN BYPASS (1° 18_ 14_ S 36° 42_ 30_E),other,2018.7017467519768,-4.664410013788256e-08,0.9999999105930328,0.10979545,0.0
190,SOUTHERN BYPASS (1° 18_ 14_ S 36° 42_ 30_E),pickup,1591.0857251060154,2.77230913781068e-08,0.9999998807907104,0.059625,0.0
191,SOUTHERN BYPASS (1° 18_ 14_ S 36° 42_ 30_E),private car,1638.7636424406428,1.6700389728896424e-08,0.9999999284744263,0.06296091,0.0
192,SOUTHERN BYPASS (1°17_45_ S 36°41_27_E),PSV,1643.3799555224964,-4.072213884616834e-08,0.9999999470180936,0.07471212,0.0
193,SOUTHERN BYPASS (1°17_45_ S 36°41_27_E),SUV,1567.7874879889457,1.5980380955024235e-08,0.9999998978206089,0.07437663,0.0
194,SOUTHERN BYPASS (1°17_45_ S 36°41_27_E),bicycle,1412.7596599373821,5.54461827562136e-08,0.9999998410542806,0.058340907,0.0
195,SOUTHERN BYPASS (1°17_45_ S 36°41_27_E),medium truck,1927.153511004731,-7.180280370278069e-08,0.9999999403953552,0.095409095,0.0
196,SOUTHERN BYPASS (1°17_45_ S 36°41_27_E),motorcycle,1498.3775213846932,3.222810462943926e-09,0.9999999105930328,0.0541804,0.0
197,SOUTHERN BYPASS (1°17_45_ S 36°41_27_E),pickup,1017.6161329121087,6.65354207285418e-08,0.9999998807907104,0.042943183,0.0
198,SOUTHERN BYPASS (1°17_45_ S 36°41_27_E),private car,1546.6657049807877,1.1610430448172338e-08,0.9999999070167541,0.07522159,0.0
199,THIKA ROAD (1°10_58_S 36°56_13_E),PSV,1717.0191682678033,-2.3443338909023836e-08,0.9999999366700649,0.07434127,0.0
200,THIKA ROAD (1°10_58_S 36°56_13_E),SUV,1840.533230320332,-2.1485394796627588e-08,0.9999999552965164,0.08200568,0.0
201,THIKA ROAD (1°10_58_S 36°56_13_E),medium truck,1901.2020995120997,-6.209972269743957e-08,0.9999999403953552,0.08202273,0.0
202,THIKA ROAD (1°10_58_S 36°56_13_E),motorcycle,1979.7039382286152,4.579854557817953e-08,0.9999998688697815,0.080486365,0.0
203,THIKA ROAD (1°10_58_S 36°56_13_E),private car,1656.4411786259254,-4.870947449830965e-09,0.9999999117851257,0.08435045,0.0
204,THIKA ROAD (1°13_28_S 36°53_12_E),PSV,1738.8474378314506,1.0705377712510584e-08,0.9999999449803278,0.07846416,0.0
205,THIKA ROAD (1°13_28_S 36°53_12_E),SUV,1723.8907079033659,2.365703662595327e-08,0.9999998807907104,0.08041287,0.0
206,THIKA ROAD (1°13_28_S 36°53_12_E),medium truck,1789.7721365410218,5.84783954593604e-08,0.999999925494194,0.07377557,0.0
207,THIKA ROAD (1°13_28_S 36°53_12_E),motorcycle,1937.6411631631267,-4.565068027299428e-09,0.9999999006589254,0.07567879,0.0
208,THIKA ROAD (1°13_28_S 36°53_12_E),private car,1771.710234405784,-1.2723439845567435e-08,0.9999998933390567,0.08148355,0.0
209,THIKA ROAD PANGANI(1°15_55_S 36°50_08_E),PSV,1952.26669040124,-6.857133749704758e-09,0.9999999441206455,0.06807671,0.0
210,THIKA ROAD PANGANI(1°15_55_S 36°50_08_E),SUV,1581.5414367372239,-4.1030173036915585e-08,0.9999998211860657,0.04809659,0.0
211,THIKA ROAD PANGANI(1°15_55_S 36°50_08_E),bicycle,1161.219295178618,4.435694478388541e-09,1.0000001192092896,0.038670454,0.0
212,THIKA ROAD PANGANI(1°15_55_S 36°50_08_E),light truck,1727.024251173094,-4.934710062798331e-08,0.9999998807907104,0.051477276,0.0
213,THIKA ROAD PANGANI(1°15_55_S 36°50_08_E),medium truck,1558.6777866557165,9.841696346768458e-09,0.999999925494194,0.05524432,0.0
214,THIKA ROAD PANGANI(1°15_55_S 36°50_08_E),motorcycle,1826.8237014084282,-8.808381660427049e-09,0.9999999349767511,0.05460227,0.0
215,THIKA ROAD PANGANI(1°15_55_S 36°50_08_E),pickup,1473.1005121747132,4.5465869291660965e-08,0.9999999105930328,0.056883525,0.0
216,THIKA ROAD PANGANI(1°15_55_S 36°50_08_E),private car,1585.55870763152,4.8683726764206115e-08,1.0000000042574746,0.053541396,0.0
217,THOME(1°12_36_S 36°52_35_E),PSV,2134.6623657624964,-6.919683528394672e-08,0.9999999284744263,0.099800006,0.0
218,THOME(1°12_36_S 36°52_35_E),SUV,1673.1004113597016,9.446642490473778e-09,0.9999998986721039,0.07403637,0.0
219,THOME(1°12_36_S 36°52_35_E),light truck,1724.017001552977,6.972357269319218e-08,0.999999925494194,0.064758524,0.0
220,THOME(1°12_36_S 36°52_35_E),motorcycle,1875.8023401803282,-1.716059312428797e-08,0.999999862909317,0.07426023,0.0
221,THOME(1°12_36_S 36°52_35_E),pickup,1914.9572600598876,-6.043633504759782e-08,0.9999999105930328,0.086363636,0.0
222,THOME(1°12_36_S 36°52_35_E),private car,1536.9863186653363,-1.3061355794909767e-08,0.9999998997558247,0.07240832,0.0
223,TOTAL ENERGIES OUTERING (1°16_10_ S 36°52_49_E),PSV,1491.2124742594992,-3.304988428963286e-08,0.9999999276229313,0.05964651,0.0
224,TOTAL ENERGIES OUTERING (1°16_10_ S 36°52_49_E),SUV,1627.8095549172663,3.084194055702483e-08,0.9999998509883881,0.07001136,0.0
225,TOTAL ENERGIES OUTERING (1°16_10_ S 36°52_49_E),light truck,1540.5474166420158,-1.4277392601513839e-08,0.9999999105930328,0.06340909,0.0
226,TOTAL ENERGIES OUTERING (1°16_10_ S 36°52_49_E),medium truck,2144.9957526903722,5.54461827562136e-08,0.9999998807907104,0.096022725,0.0
227,TOTAL ENERGIES OUTERING (1°16_10_ S 36°52_49_E),motorcycle,1986.805748819663,2.0357569730965575e-08,0.9999999133023348,0.062401857,0.0
228,TOTAL ENERGIES OUTERING (1°16_10_ S 36°52_49_E),pickup,2009.385751921896,3.604003762092134e-09,0.9999998658895493,0.071255684,0.0
229,TOTAL ENERGIES OUTERING (1°16_10_ S 36°52_49_E),private car,1499.0112422317393,1.7326923229532554e-09,0.9999999068677425,0.05831392,0.0
230,WINNERS CHAPEL(LIKONI RD) (1°19_20_S 36°50_55_E),PSV,1914.8461497710591,-3.575816585055236e-08,0.9999999403953552,0.06764205,0.0
231,WINNERS CHAPEL(LIKONI RD) (1°19_20_S 36°50_55_E),SUV,1692.6997209561205,-1.6010083037087952e-08,0.9999998956918716,0.06722159,0.0
232,WINNERS CHAPEL(LIKONI RD) (1°19_20_S 36°50_55_E),bicycle,1762.9797953109435,8.871388956777082e-09,0.9999998509883881,0.06409091,0.0
233,WINNERS CHAPEL(LIKONI RD) (1°19_20_S 36°50_55_E),light truck,1917.996361462052,3.336300702372341e-08,0.9999999403953552,0.073705964,0.0
234,WINNERS CHAPEL(LIKONI RD) (1°19_20_S 36°50_55_E),medium truck,1986.0987620538826,4.85154082833598e-08,0.9999999403953552,0.07187878,0.0
235,WINNERS CHAPEL(LIKONI RD) (1°19_20_S 36°50_55_E),motorcycle,2034.0749093818736,-3.0693263803576494e-10,0.9999999318804059,0.06612662,0.0
236,WINNERS CHAPEL(LIKONI RD) (1°19_20_S 36°50_55_E),pickup,2061.4845947607287,6.265418761586261e-08,0.9999999403953552,0.07842045,0.0
237,WINNERS CHAPEL(LIKONI RD) (1°19_20_S 36°50_55_E),private car,1839.90190267274,-4.756715377141063e-08,0.9999999349767511,0.07264049,0.0
